transaction_id,date,client_id,product_id,quantity,unit_price,total_price,discount,final_price,campaign_id
1958,2017-02-15,98,5,1,263.4,263.4,0.0,263.4,
1959,2017-02-15,127,3,2,710.7,1421.4,0.0,1421.4,
1960,2017-02-16,81,4,2,136.47,272.94,0.0,272.94,
1961,2017-02-17,564,9,2,129.91,259.82,25.98,233.84,
1962,2017-02-17,566,5,1,230.02,230.02,0.0,230.02,
1963,2017-02-18,42,5,2,270.94,541.88,0.0,541.88,
1964,2017-02-18,342,5,2,262.05,524.1,26.21,497.89,
1965,2017-02-20,5,2,2,485.23,970.46,97.05,873.41,
1966,2017-02-21,416,9,1,110.57,110.57,5.53,105.04,
1967,2017-02-21,84,6,2,326.79,653.58,0.0,653.58,
1968,2017-02-22,583,2,2,461.78,923.56,46.18,877.38,
1969,2017-02-23,130,3,1,733.3,733.3,0.0,733.3,
1970,2017-02-23,522,4,1,164.69,164.69,16.47,148.22,
1971,2017-02-23,591,4,2,149.78,299.56,0.0,299.56,
1972,2017-02-23,441,4,1,153.4,153.4,0.0,153.4,
1973,2017-02-23,541,5,1,242.21,242.21,0.0,242.21,
1974,2017-02-23,422,10,2,28.73,57.46,0.0,57.46,
1975,2017-02-23,128,7,2,285.3,570.6,0.0,570.6,
1976,2017-02-24,2,2,2,441.5,883.0,88.3,794.7,
1977,2017-02-24,132,10,1,28.11,28.11,0.0,28.11,
1978,2017-02-24,123,4,2,138.97,277.94,13.9,264.04,
1979,2017-02-24,48,2,1,466.57,466.57,23.33,443.24,
1980,2017-02-25,284,2,1,456.71,456.71,0.0,456.71,
1981,2017-02-25,114,1,1,196.53,196.53,0.0,196.53,
1982,2017-02-25,458,3,2,650.58,1301.16,0.0,1301.16,
1983,2017-02-25,127,6,2,337.76,675.52,0.0,675.52,
1984,2017-02-25,532,5,1,247.17,247.17,0.0,247.17,
1985,2017-02-25,150,4,1,146.68,146.68,7.33,139.35,
1986,2017-02-26,502,8,2,196.17,392.34,0.0,392.34,
1987,2017-02-26,259,1,1,197.33,197.33,9.87,187.46,
1988,2017-02-26,470,9,2,114.94,229.88,0.0,229.88,
1989,2017-02-27,295,3,2,669.68,1339.36,66.97,1272.39,
1990,2017-02-27,485,9,1,109.57,109.57,0.0,109.57,
1991,2017-02-27,311,4,2,148.48,296.96,0.0,296.96,
1992,2017-02-27,283,8,1,196.69,196.69,0.0,196.69,
1993,2017-02-28,492,4,1,148.14,148.14,7.41,140.73,
1994,2017-02-28,498,7,2,283.13,566.26,0.0,566.26,
1995,2017-02-28,522,3,1,645.38,645.38,0.0,645.38,
1996,2017-02-28,535,5,1,259.5,259.5,0.0,259.5,
1997,2017-03-01,529,5,1,262.32,262.32,13.12,249.2,
1998,2017-03-03,248,5,2,237.6,475.2,0.0,475.2,
1999,2017-03-04,570,10,2,30.45,60.9,0.0,60.9,
2000,2017-03-05,188,8,1,197.19,197.19,9.86,187.33,
2001,2017-03-05,336,9,2,118.07,236.14,0.0,236.14,
2002,2017-03-05,493,4,1,140.62,140.62,0.0,140.62,
2003,2017-03-05,436,5,1,259.8,259.8,0.0,259.8,
2004,2017-03-06,205,7,2,310.19,620.38,0.0,620.38,
2005,2017-03-06,579,10,1,29.14,29.14,0.0,29.14,
2006,2017-03-06,201,4,1,144.74,144.74,0.0,144.74,
2007,2017-03-07,366,8,2,189.32,378.64,0.0,378.64,
2008,2017-03-07,505,4,1,147.92,147.92,0.0,147.92,
2009,2017-03-07,79,2,2,455.86,911.72,91.17,820.55,
2010,2017-03-08,45,4,1,149.01,149.01,0.0,149.01,
2011,2017-03-08,75,2,1,466.29,466.29,0.0,466.29,
2012,2017-03-08,452,3,2,660.9,1321.8,0.0,1321.8,
2013,2017-03-09,380,2,2,408.3,816.6,81.66,734.94,
2014,2017-03-09,124,5,2,257.15,514.3,0.0,514.3,
2015,2017-03-09,215,2,1,435.67,435.67,0.0,435.67,
2016,2017-03-09,122,2,1,477.49,477.49,0.0,477.49,
2017,2017-03-10,550,4,1,136.33,136.33,0.0,136.33,
2018,2017-03-11,555,3,2,722.02,1444.04,0.0,1444.04,
2019,2017-03-11,7,8,1,191.41,191.41,0.0,191.41,
2020,2017-03-11,422,6,1,322.01,322.01,0.0,322.01,
2021,2017-03-11,235,10,2,28.67,57.34,0.0,57.34,
2022,2017-03-12,358,6,2,367.73,735.46,0.0,735.46,
2023,2017-03-12,169,1,2,209.56,419.12,0.0,419.12,
2024,2017-03-12,586,1,1,206.69,206.69,10.33,196.36,
2025,2017-03-13,240,1,1,209.3,209.3,10.47,198.83,
2026,2017-03-13,203,3,2,671.3,1342.6,134.26,1208.34,
2027,2017-03-13,232,10,2,27.81,55.62,2.78,52.84,
2028,2017-03-14,376,5,1,266.74,266.74,0.0,266.74,
2029,2017-03-14,65,3,2,696.32,1392.64,139.26,1253.38,
2030,2017-03-14,36,9,2,112.2,224.4,0.0,224.4,
2031,2017-03-16,431,2,1,412.63,412.63,20.63,392.0,
2032,2017-03-17,158,7,1,276.51,276.51,0.0,276.51,
2033,2017-03-19,171,5,2,260.68,521.36,0.0,521.36,
2034,2017-03-19,544,10,2,32.39,64.78,0.0,64.78,
2035,2017-03-20,338,8,1,167.67,167.67,0.0,167.67,
2036,2017-03-20,546,10,1,28.29,28.29,0.0,28.29,
2037,2017-03-20,177,10,2,32.02,64.04,0.0,64.04,
2038,2017-03-21,324,5,1,255.31,255.31,0.0,255.31,
2039,2017-03-21,21,4,1,147.17,147.17,0.0,147.17,
2040,2017-03-21,549,8,2,195.38,390.76,0.0,390.76,
2041,2017-03-22,119,3,2,756.12,1512.24,0.0,1512.24,
2042,2017-03-23,547,2,2,455.41,910.82,0.0,910.82,
2043,2017-03-23,595,3,1,637.4,637.4,31.87,605.53,
2044,2017-03-24,130,4,2,162.24,324.48,0.0,324.48,
2045,2017-03-25,557,2,2,426.73,853.46,0.0,853.46,
2046,2017-03-25,348,9,1,120.9,120.9,0.0,120.9,
2047,2017-03-25,341,9,2,111.27,222.54,22.25,200.29,
2048,2017-03-26,503,4,2,139.19,278.38,0.0,278.38,
2049,2017-03-26,92,9,1,111.55,111.55,0.0,111.55,
2050,2017-03-27,433,9,2,109.92,219.84,0.0,219.84,
2051,2017-03-28,472,3,1,725.39,725.39,0.0,725.39,
2052,2017-03-28,346,1,2,181.32,362.64,18.13,344.51,
2053,2017-03-28,25,1,2,183.35,366.7,18.34,348.36,
2054,2017-03-28,85,4,2,149.42,298.84,0.0,298.84,
2055,2017-03-29,450,9,2,123.54,247.08,12.35,234.73,
2056,2017-03-29,154,6,1,336.9,336.9,0.0,336.9,
2057,2017-03-29,517,5,2,262.63,525.26,0.0,525.26,
2058,2017-03-29,88,9,2,127.51,255.02,0.0,255.02,
2059,2017-03-30,591,9,1,119.44,119.44,0.0,119.44,
2060,2017-03-30,79,3,1,654.6,654.6,0.0,654.6,
2061,2017-03-30,514,10,1,31.73,31.73,0.0,31.73,
2062,2017-03-31,481,1,1,200.29,200.29,0.0,200.29,
2063,2017-03-31,46,10,1,27.29,27.29,0.0,27.29,
2064,2017-03-31,252,7,2,290.72,581.44,0.0,581.44,
2065,2017-03-31,371,9,2,114.6,229.2,22.92,206.28,
2066,2017-04-01,577,2,2,426.22,852.44,85.24,767.2,
2067,2017-04-01,524,4,2,164.72,329.44,0.0,329.44,
2068,2017-04-02,51,6,2,336.71,673.42,67.34,606.08,
2069,2017-04-02,43,9,1,125.14,125.14,0.0,125.14,
2070,2017-04-02,55,7,2,282.47,564.94,0.0,564.94,
2071,2017-04-02,572,8,1,184.25,184.25,0.0,184.25,
2072,2017-04-03,18,10,2,31.67,63.34,0.0,63.34,
2073,2017-04-04,539,3,2,647.61,1295.22,64.76,1230.46,
2074,2017-04-04,126,7,1,285.17,285.17,0.0,285.17,
2075,2017-04-05,570,9,1,125.72,125.72,0.0,125.72,
2076,2017-04-06,265,3,1,706.65,706.65,0.0,706.65,
2077,2017-04-06,255,9,1,112.65,112.65,0.0,112.65,
2078,2017-04-06,193,9,1,123.55,123.55,0.0,123.55,
2079,2017-04-06,249,3,2,724.22,1448.44,144.84,1303.6,
2080,2017-04-06,303,3,1,703.04,703.04,0.0,703.04,
2081,2017-04-07,315,7,1,287.86,287.86,28.79,259.07,
2082,2017-04-07,134,6,1,365.56,365.56,0.0,365.56,
2083,2017-04-08,442,4,2,138.12,276.24,0.0,276.24,
2084,2017-04-08,258,2,2,446.58,893.16,89.32,803.84,
2085,2017-04-08,299,7,2,279.4,558.8,0.0,558.8,
2086,2017-04-10,383,5,1,268.31,268.31,26.83,241.48,
2087,2017-04-10,235,6,2,338.8,677.6,0.0,677.6,
2088,2017-04-11,301,4,2,163.78,327.56,0.0,327.56,
2089,2017-04-11,24,2,2,447.28,894.56,0.0,894.56,
2090,2017-04-11,287,5,2,250.65,501.3,0.0,501.3,
2091,2017-04-11,544,9,1,129.99,129.99,6.5,123.49,
2092,2017-04-11,112,6,2,331.9,663.8,0.0,663.8,
2093,2017-04-12,532,3,1,746.26,746.26,0.0,746.26,
2094,2017-04-12,138,8,1,183.96,183.96,0.0,183.96,
2095,2017-04-12,349,1,1,191.59,191.59,0.0,191.59,
2096,2017-04-12,299,4,1,141.14,141.14,0.0,141.14,
2097,2017-04-13,364,4,2,159.86,319.72,0.0,319.72,
2098,2017-04-14,323,2,1,440.52,440.52,0.0,440.52,
2099,2017-04-15,145,2,1,413.11,413.11,0.0,413.11,
2100,2017-04-18,466,9,1,119.19,119.19,0.0,119.19,
2101,2017-04-19,127,9,2,109.16,218.32,0.0,218.32,
2102,2017-04-20,247,10,1,27.55,27.55,0.0,27.55,
2103,2017-04-20,505,4,2,139.04,278.08,0.0,278.08,
2104,2017-04-20,232,1,2,215.3,430.6,0.0,430.6,
2105,2017-04-20,79,2,1,487.63,487.63,0.0,487.63,
2106,2017-04-20,518,8,1,189.3,189.3,0.0,189.3,
2107,2017-04-21,399,2,2,446.55,893.1,0.0,893.1,
2108,2017-04-21,417,9,1,125.29,125.29,0.0,125.29,
2109,2017-04-21,9,1,2,216.46,432.92,0.0,432.92,
2110,2017-04-22,28,1,2,203.44,406.88,0.0,406.88,
2111,2017-04-22,425,2,1,454.48,454.48,0.0,454.48,
2112,2017-04-23,537,1,2,189.78,379.56,0.0,379.56,
2113,2017-04-23,484,8,1,171.5,171.5,0.0,171.5,
2114,2017-04-23,123,7,2,325.0,650.0,0.0,650.0,
2115,2017-04-23,219,7,2,292.07,584.14,0.0,584.14,
2116,2017-04-24,138,1,1,183.05,183.05,0.0,183.05,
2117,2017-04-24,127,9,1,123.34,123.34,0.0,123.34,
2118,2017-04-25,112,9,2,115.01,230.02,0.0,230.02,
2119,2017-04-25,543,8,2,174.35,348.7,17.43,331.27,
2120,2017-04-25,418,4,2,140.12,280.24,0.0,280.24,
2121,2017-04-26,221,10,2,30.61,61.22,3.06,58.16,
2122,2017-04-27,463,5,2,241.76,483.52,0.0,483.52,
2123,2017-04-28,95,5,2,271.69,543.38,0.0,543.38,
2124,2017-04-29,302,3,2,702.76,1405.52,0.0,1405.52,
2125,2017-04-29,44,6,2,359.13,718.26,0.0,718.26,
2126,2017-04-30,346,4,1,149.77,149.77,0.0,149.77,
2127,2017-04-30,446,1,1,200.77,200.77,10.04,190.73,
2128,2017-04-30,437,1,2,217.55,435.1,0.0,435.1,
2129,2017-05-01,57,9,1,129.24,129.24,0.0,129.24,
2130,2017-05-01,408,10,2,27.53,55.06,0.0,55.06,
2131,2017-05-01,28,7,2,279.24,558.48,0.0,558.48,
2132,2017-05-02,329,4,1,138.0,138.0,6.9,131.1,
2133,2017-05-03,261,6,2,339.91,679.82,0.0,679.82,
2134,2017-05-03,522,9,2,112.4,224.8,0.0,224.8,
2135,2017-05-03,498,8,1,177.28,177.28,0.0,177.28,
2136,2017-05-03,147,10,1,28.27,28.27,0.0,28.27,
2137,2017-05-04,271,5,2,262.48,524.96,26.25,498.71,
2138,2017-05-04,312,9,1,108.12,108.12,0.0,108.12,
2139,2017-05-04,459,4,2,145.28,290.56,0.0,290.56,
2140,2017-05-05,564,9,1,111.28,111.28,5.56,105.72,
2141,2017-05-05,384,10,2,31.34,62.68,6.27,56.41,
2142,2017-05-06,463,1,1,204.23,204.23,20.42,183.81,
2143,2017-05-07,579,10,2,31.25,62.5,0.0,62.5,
2144,2017-05-07,293,10,2,28.09,56.18,5.62,50.56,
2145,2017-05-07,262,10,2,31.84,63.68,0.0,63.68,
2146,2017-05-09,587,10,2,32.66,65.32,0.0,65.32,
2147,2017-05-10,587,7,1,322.17,322.17,0.0,322.17,
2148,2017-05-10,566,10,2,31.56,63.12,0.0,63.12,
2149,2017-05-11,468,2,2,485.02,970.04,0.0,970.04,
2150,2017-05-11,549,6,1,355.55,355.55,0.0,355.55,
2151,2017-05-12,583,4,1,139.41,139.41,0.0,139.41,
2152,2017-05-12,302,1,2,210.89,421.78,0.0,421.78,
2153,2017-05-13,584,10,2,31.75,63.5,0.0,63.5,
2154,2017-05-13,180,4,2,138.25,276.5,0.0,276.5,
2155,2017-05-13,229,5,1,264.03,264.03,0.0,264.03,
2156,2017-05-14,441,7,2,303.83,607.66,0.0,607.66,
2157,2017-05-14,57,7,1,307.33,307.33,30.73,276.6,
2158,2017-05-14,159,7,2,308.41,616.82,0.0,616.82,
2159,2017-05-14,428,1,1,205.68,205.68,10.28,195.4,
2160,2017-05-14,317,9,1,130.63,130.63,0.0,130.63,
2161,2017-05-14,533,10,2,28.32,56.64,0.0,56.64,
2162,2017-05-15,371,4,1,161.96,161.96,0.0,161.96,
2163,2017-05-15,575,1,2,213.44,426.88,0.0,426.88,
2164,2017-05-15,4,6,1,382.2,382.2,0.0,382.2,
2165,2017-05-18,121,3,2,756.31,1512.62,0.0,1512.62,
2166,2017-05-18,445,6,2,317.1,634.2,0.0,634.2,
2167,2017-05-18,151,7,2,305.43,610.86,0.0,610.86,
2168,2017-05-19,151,7,2,309.66,619.32,61.93,557.39,
2169,2017-05-19,587,7,2,290.68,581.36,0.0,581.36,
2170,2017-05-19,222,1,2,202.47,404.94,0.0,404.94,
2171,2017-05-19,101,3,1,737.31,737.31,0.0,737.31,
2172,2017-05-19,322,10,1,29.02,29.02,0.0,29.02,
2173,2017-05-19,124,5,2,267.17,534.34,0.0,534.34,
2174,2017-05-20,409,9,1,111.57,111.57,0.0,111.57,
2175,2017-05-21,319,9,2,114.53,229.06,0.0,229.06,
2176,2017-05-21,31,3,2,696.98,1393.96,0.0,1393.96,
2177,2017-05-21,7,9,2,118.42,236.84,0.0,236.84,
2178,2017-05-22,399,2,1,494.86,494.86,49.49,445.37,
2179,2017-05-22,516,4,2,137.25,274.5,0.0,274.5,
2180,2017-05-22,343,1,1,181.92,181.92,9.1,172.82,
2181,2017-05-23,286,2,2,431.37,862.74,0.0,862.74,
2182,2017-05-23,330,1,1,198.13,198.13,0.0,198.13,
2183,2017-05-23,535,4,2,161.16,322.32,0.0,322.32,
2184,2017-05-24,422,3,1,637.04,637.04,0.0,637.04,
2185,2017-05-26,287,5,2,225.84,451.68,0.0,451.68,
2186,2017-05-26,454,10,2,28.69,57.38,5.74,51.64,
2187,2017-05-27,144,7,1,315.78,315.78,0.0,315.78,
2188,2017-05-27,134,10,1,27.82,27.82,1.39,26.43,
2189,2017-05-27,504,8,2,195.22,390.44,0.0,390.44,
2190,2017-05-27,165,10,2,31.2,62.4,0.0,62.4,
2191,2017-05-27,270,1,1,195.89,195.89,0.0,195.89,
2192,2017-05-28,547,5,1,228.36,228.36,11.42,216.94,
2193,2017-05-28,465,4,2,137.68,275.36,27.54,247.82,
2194,2017-05-29,367,3,1,658.37,658.37,0.0,658.37,
2195,2017-05-30,411,2,1,447.05,447.05,0.0,447.05,
2196,2017-05-30,476,1,1,188.2,188.2,0.0,188.2,
2197,2017-05-30,169,2,1,412.07,412.07,41.21,370.86,
2198,2017-05-30,116,4,2,157.51,315.02,0.0,315.02,
2199,2017-05-30,526,6,1,324.26,324.26,0.0,324.26,
2200,2017-05-30,588,6,2,341.32,682.64,68.26,614.38,
2201,2017-05-30,77,9,2,115.12,230.24,0.0,230.24,
2202,2017-05-31,51,3,2,751.04,1502.08,0.0,1502.08,
2203,2017-05-31,145,7,2,287.64,575.28,28.76,546.52,
2204,2017-05-31,442,5,2,239.24,478.48,47.85,430.63,
2205,2017-05-31,210,5,1,266.6,266.6,0.0,266.6,
2206,2017-06-01,548,2,1,488.49,488.49,0.0,488.49,
2207,2017-06-01,512,9,2,112.09,224.18,11.21,212.97,
2208,2017-06-02,166,2,1,484.04,484.04,0.0,484.04,
2209,2017-06-04,550,3,2,644.33,1288.66,128.87,1159.79,
2210,2017-06-04,176,10,1,30.28,30.28,0.0,30.28,
2211,2017-06-05,504,10,2,29.63,59.26,0.0,59.26,
2212,2017-06-06,238,9,1,113.83,113.83,5.69,108.14,
2213,2017-06-06,557,6,2,343.59,687.18,0.0,687.18,
2214,2017-06-07,587,8,1,196.55,196.55,19.66,176.89,
2215,2017-06-07,413,2,2,445.82,891.64,0.0,891.64,
2216,2017-06-07,413,8,2,170.49,340.98,0.0,340.98,
2217,2017-06-07,151,1,1,194.6,194.6,9.73,184.87,
2218,2017-06-07,87,3,1,655.26,655.26,0.0,655.26,
2219,2017-06-09,336,3,2,642.07,1284.14,0.0,1284.14,
2220,2017-06-09,375,1,1,211.09,211.09,0.0,211.09,
2221,2017-06-10,459,2,1,466.81,466.81,0.0,466.81,
2222,2017-06-10,154,2,1,452.06,452.06,0.0,452.06,
2223,2017-06-10,179,2,1,493.35,493.35,49.34,444.01,
2224,2017-06-10,468,10,2,32.73,65.46,0.0,65.46,
2225,2017-06-10,548,5,1,236.76,236.76,0.0,236.76,
2226,2017-06-11,555,5,2,264.17,528.34,0.0,528.34,
2227,2017-06-11,163,3,1,754.9,754.9,75.49,679.41,
2228,2017-06-11,35,10,1,31.15,31.15,0.0,31.15,
2229,2017-06-11,556,7,1,328.5,328.5,0.0,328.5,
2230,2017-06-11,257,9,1,131.26,131.26,0.0,131.26,
2231,2017-06-12,306,10,1,29.03,29.03,0.0,29.03,
2232,2017-06-12,525,9,1,123.11,123.11,0.0,123.11,
2233,2017-06-12,291,6,2,346.63,693.26,0.0,693.26,
2234,2017-06-13,469,1,1,207.81,207.81,0.0,207.81,
2235,2017-06-13,366,3,1,662.94,662.94,0.0,662.94,
2236,2017-06-14,459,7,1,298.66,298.66,0.0,298.66,
2237,2017-06-14,192,1,2,217.36,434.72,0.0,434.72,
2238,2017-06-15,390,2,2,491.72,983.44,98.34,885.1,
2239,2017-06-16,507,10,2,30.19,60.38,0.0,60.38,
2240,2017-06-16,154,10,2,30.45,60.9,0.0,60.9,
2241,2017-06-16,510,3,1,747.19,747.19,37.36,709.83,
2242,2017-06-17,506,1,1,211.62,211.62,0.0,211.62,
2243,2017-06-17,537,1,1,195.94,195.94,9.8,186.14,
2244,2017-06-17,378,1,1,207.82,207.82,0.0,207.82,
2245,2017-06-18,370,7,1,292.86,292.86,0.0,292.86,
2246,2017-06-18,468,10,1,27.23,27.23,0.0,27.23,
2247,2017-06-19,172,5,2,269.99,539.98,54.0,485.98,
2248,2017-06-19,384,5,1,237.56,237.56,0.0,237.56,
2249,2017-06-19,403,8,1,183.37,183.37,18.34,165.03,
2250,2017-06-20,302,3,1,719.36,719.36,0.0,719.36,
2251,2017-06-21,137,9,1,125.74,125.74,0.0,125.74,
2252,2017-06-22,401,4,2,160.99,321.98,16.1,305.88,
2253,2017-06-23,349,7,1,279.87,279.87,27.99,251.88,
2254,2017-06-25,192,9,2,126.28,252.56,0.0,252.56,
2255,2017-06-26,495,3,1,757.95,757.95,0.0,757.95,
2256,2017-06-26,172,10,2,28.03,56.06,0.0,56.06,
2257,2017-06-26,227,4,2,145.3,290.6,0.0,290.6,
2258,2017-06-27,379,2,1,425.12,425.12,0.0,425.12,
2259,2017-06-28,517,2,1,455.39,455.39,0.0,455.39,
2260,2017-06-29,375,1,2,218.07,436.14,0.0,436.14,
2261,2017-06-29,270,7,1,326.97,326.97,0.0,326.97,
2262,2017-06-29,17,10,1,28.92,28.92,0.0,28.92,
2263,2017-06-30,295,5,1,236.21,236.21,11.81,224.4,
2264,2017-07-01,525,10,1,27.45,27.45,0.0,27.45,
2265,2017-07-01,493,10,1,29.91,29.91,2.99,26.92,
2266,2017-07-01,596,4,1,143.07,143.07,14.31,128.76,
2267,2017-07-02,216,7,2,288.45,576.9,0.0,576.9,
2268,2017-07-02,465,2,2,434.41,868.82,0.0,868.82,
2269,2017-07-02,110,4,2,156.87,313.74,0.0,313.74,
2270,2017-07-03,220,7,2,298.55,597.1,0.0,597.1,
2271,2017-07-03,538,2,1,426.43,426.43,0.0,426.43,
2272,2017-07-03,325,1,2,180.64,361.28,0.0,361.28,
2273,2017-07-03,154,2,1,430.51,430.51,0.0,430.51,
2274,2017-07-04,90,1,1,211.05,211.05,21.11,189.94,
2275,2017-07-04,542,2,1,467.65,467.65,0.0,467.65,
2276,2017-07-04,575,1,1,204.2,204.2,0.0,204.2,
2277,2017-07-04,490,1,2,190.87,381.74,38.17,343.57,
2278,2017-07-05,412,3,2,754.63,1509.26,0.0,1509.26,
2279,2017-07-05,571,7,2,294.96,589.92,0.0,589.92,
2280,2017-07-06,598,9,2,117.97,235.94,0.0,235.94,
2281,2017-07-07,552,8,1,172.06,172.06,0.0,172.06,
2282,2017-07-08,142,8,1,187.42,187.42,0.0,187.42,
2283,2017-07-08,287,9,2,123.17,246.34,0.0,246.34,
2284,2017-07-09,433,6,2,370.76,741.52,0.0,741.52,
2285,2017-07-09,295,3,2,700.28,1400.56,0.0,1400.56,
2286,2017-07-10,122,2,1,478.12,478.12,0.0,478.12,
2287,2017-07-10,341,1,2,185.45,370.9,0.0,370.9,
2288,2017-07-10,41,1,1,186.24,186.24,0.0,186.24,
2289,2017-07-11,236,10,1,30.88,30.88,0.0,30.88,
2290,2017-07-11,243,3,1,719.97,719.97,0.0,719.97,
2291,2017-07-12,119,6,1,375.79,375.79,18.79,357.0,
2292,2017-07-12,332,6,1,348.64,348.64,0.0,348.64,
2293,2017-07-13,436,9,1,125.72,125.72,0.0,125.72,
2294,2017-07-13,291,5,2,239.22,478.44,0.0,478.44,
2295,2017-07-15,393,7,1,305.19,305.19,0.0,305.19,
2296,2017-07-16,503,3,2,699.94,1399.88,0.0,1399.88,
2297,2017-07-16,228,7,1,296.94,296.94,0.0,296.94,
2298,2017-07-16,452,5,1,257.16,257.16,12.86,244.3,
2299,2017-07-17,133,6,2,374.22,748.44,0.0,748.44,
2300,2017-07-17,172,6,1,335.15,335.15,0.0,335.15,
2301,2017-07-17,72,9,1,113.24,113.24,0.0,113.24,
2302,2017-07-19,557,2,2,471.33,942.66,47.13,895.53,
2303,2017-07-19,130,4,1,153.2,153.2,0.0,153.2,
2304,2017-07-19,8,5,1,256.2,256.2,12.81,243.39,
2305,2017-07-21,93,9,1,113.87,113.87,0.0,113.87,
2306,2017-07-22,164,4,2,156.53,313.06,0.0,313.06,
2307,2017-07-22,25,9,2,111.96,223.92,0.0,223.92,
2308,2017-07-22,532,2,2,464.86,929.72,46.49,883.23,
2309,2017-07-23,359,8,2,178.71,357.42,0.0,357.42,
2310,2017-07-24,372,9,1,123.07,123.07,0.0,123.07,
2311,2017-07-24,389,3,1,750.78,750.78,0.0,750.78,
2312,2017-07-24,334,3,2,716.61,1433.22,0.0,1433.22,
2313,2017-07-24,465,7,1,323.98,323.98,0.0,323.98,
2314,2017-07-25,105,7,2,273.19,546.38,0.0,546.38,
2315,2017-07-26,451,2,2,463.09,926.18,92.62,833.56,
2316,2017-07-26,221,4,1,148.29,148.29,0.0,148.29,
2317,2017-07-27,223,10,2,30.93,61.86,0.0,61.86,
2318,2017-07-27,30,6,2,327.73,655.46,32.77,622.69,
2319,2017-07-27,422,3,2,763.75,1527.5,0.0,1527.5,
2320,2017-07-28,335,10,1,27.45,27.45,0.0,27.45,
2321,2017-07-29,567,9,2,111.45,222.9,0.0,222.9,
2322,2017-07-29,333,6,2,364.17,728.34,0.0,728.34,
2323,2017-07-30,592,9,1,112.88,112.88,0.0,112.88,
2324,2017-07-30,316,5,2,245.89,491.78,0.0,491.78,
2325,2017-07-31,475,8,2,169.88,339.76,0.0,339.76,
2326,2017-07-31,297,4,1,163.26,163.26,0.0,163.26,
2327,2017-07-31,268,5,1,253.88,253.88,0.0,253.88,
2328,2017-08-01,511,10,2,31.29,62.58,6.26,56.32,
2329,2017-08-01,597,8,2,162.1,324.2,0.0,324.2,
2330,2017-08-01,451,2,2,419.59,839.18,0.0,839.18,
2331,2017-08-01,480,9,2,129.86,259.72,0.0,259.72,
2332,2017-08-01,220,8,1,187.49,187.49,0.0,187.49,
2333,2017-08-02,142,10,1,32.71,32.71,0.0,32.71,
2334,2017-08-03,532,4,1,138.92,138.92,6.95,131.97,
2335,2017-08-03,138,6,2,342.8,685.6,0.0,685.6,
2336,2017-08-04,56,9,2,112.52,225.04,11.25,213.79,
2337,2017-08-04,272,9,1,119.73,119.73,0.0,119.73,
2338,2017-08-04,477,9,2,120.08,240.16,0.0,240.16,
2339,2017-08-05,449,6,2,362.85,725.7,0.0,725.7,
2340,2017-08-06,382,9,2,116.58,233.16,0.0,233.16,
2341,2017-08-06,548,7,2,325.46,650.92,0.0,650.92,
2342,2017-08-06,42,4,2,135.52,271.04,0.0,271.04,
2343,2017-08-06,242,7,2,308.72,617.44,0.0,617.44,
2344,2017-08-06,588,6,1,322.66,322.66,16.13,306.53,
2345,2017-08-07,216,10,2,32.39,64.78,0.0,64.78,
2346,2017-08-08,24,3,1,720.01,720.01,72.0,648.01,
2347,2017-08-08,25,2,1,432.25,432.25,0.0,432.25,
2348,2017-08-08,524,4,2,136.7,273.4,0.0,273.4,
2349,2017-08-09,6,10,2,29.49,58.98,0.0,58.98,
2350,2017-08-09,216,10,1,30.0,30.0,0.0,30.0,
2351,2017-08-09,118,3,1,685.69,685.69,0.0,685.69,
2352,2017-08-10,156,2,1,423.65,423.65,42.37,381.28,
2353,2017-08-11,420,8,1,189.1,189.1,9.46,179.64,
2354,2017-08-11,92,2,1,415.14,415.14,0.0,415.14,
2355,2017-08-11,133,3,2,635.86,1271.72,0.0,1271.72,
2356,2017-08-12,33,8,1,166.9,166.9,0.0,166.9,
2357,2017-08-12,542,8,2,195.57,391.14,19.56,371.58,
2358,2017-08-13,38,5,2,253.59,507.18,0.0,507.18,
2359,2017-08-13,346,4,2,151.08,302.16,0.0,302.16,
2360,2017-08-13,467,5,1,263.83,263.83,26.38,237.45,
2361,2017-08-14,181,2,1,413.11,413.11,41.31,371.8,
2362,2017-08-15,538,3,2,759.07,1518.14,0.0,1518.14,
2363,2017-08-16,591,6,2,383.74,767.48,76.75,690.73,
2364,2017-08-16,385,3,1,632.4,632.4,0.0,632.4,
2365,2017-08-17,199,6,2,384.62,769.24,0.0,769.24,
2366,2017-08-17,390,2,2,477.94,955.88,0.0,955.88,
2367,2017-08-18,2,4,2,156.47,312.94,0.0,312.94,
2368,2017-08-18,354,3,1,739.09,739.09,0.0,739.09,
2369,2017-08-19,18,2,2,425.6,851.2,0.0,851.2,
2370,2017-08-19,146,5,1,234.54,234.54,0.0,234.54,
2371,2017-08-19,563,6,2,352.77,705.54,0.0,705.54,
2372,2017-08-20,134,4,2,160.39,320.78,0.0,320.78,
2373,2017-08-20,77,3,1,633.59,633.59,0.0,633.59,
2374,2017-08-21,56,7,1,277.39,277.39,0.0,277.39,
2375,2017-08-21,491,4,1,151.73,151.73,0.0,151.73,
2376,2017-08-21,171,10,2,30.72,61.44,0.0,61.44,
2377,2017-08-21,88,7,1,295.57,295.57,0.0,295.57,
2378,2017-08-22,423,4,2,138.9,277.8,0.0,277.8,
